celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated,var_week_1,var_week_2,var_week_3,var_week_4,var_week_5,var_week_6,var_week_7,var_week_8,var_week_9,var_week_10,var_week_11,season_mean_week_variance,season_flag,avg_weekly_rank,final_rank_parsed,episodes_participated_parsed,rank_difference,season_flag_parsed,avg_agg_score,avg_week_variance
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,6,7,,7,7,7,,8,7,8,,7,6,7,7,9,8,9,9,9,8,8,,8,8.5,9,,10,10,10,,0,0,0,,0,0,0,,,,,,20.0,8.0,21.0,3.0,23.0,3.0,27.0,9.0,35.0,2.0,25.0,4.0,25.5,8.0,30.0,1.0,,,,,,,8,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,4.75,6.0,8,-1.25,True,25.8125,6.035346295572289
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,5,5,,7,6,7,,7,6,7,,6,6,6,6,7,7,7,7,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,15.0,11.0,20.0,5.0,20.0,8.0,24.0,10.0,28.0,7.0,21.0,9.0,,,,,,,,,,,6,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,8.333333333333334,9.0,6,-0.6666666666666661,True,21.333333333333332,6.035346295572289
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,6,7,,7,6,7,,7,6,7,,8,8,8,8,8,7,7,7,8,8,8,,8.5,8.5,9,,0,0,0,,0,0,0,,0,0,0,,,,,,21.0,4.0,20.0,5.0,20.0,8.0,32.0,6.0,29.0,6.0,24.0,6.0,26.0,5.0,,,,,,,,,7,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,5.714285714285714,7.0,7,-1.2857142857142856,True,24.571428571428573,6.035346295572289
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,6,7,,6,6,7,,7,6,7,,9,8,9,9,7,6,6,7,9,9,9,,8.5,8.5,9,,9,9,9,,9,9,9.5,,0,0,0,,,,,,21.0,4.0,19.0,9.0,20.0,8.0,35.0,3.0,26.0,9.0,27.0,3.0,26.0,5.0,27.0,5.0,27.5,5.0,,,,,9,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,5.666666666666667,5.0,9,0.666666666666667,True,25.38888888888889,6.035346295572289
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,7,7,,8,8,8,,8,7,8,,9,9,9,9,8,8,7,8,9,10,9,,9,9,9.5,,10,9,9,,10,9.5,10,,10,9.6666,10,,,,,,21.0,4.0,24.0,1.0,23.0,3.0,36.0,1.0,31.0,4.0,28.0,2.0,27.5,2.0,28.0,4.0,29.5,2.0,29.666600000000003,1.0,,,10,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,2.4,2.0,10,0.3999999999999999,True,27.76666,6.035346295572289
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,4,4,,5,4,4,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,13.0,12.0,13.0,12.0,,,,,,,,,,,,,,,,,,,2,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,12.0,12.0,2,0.0,True,13.0,6.035346295572289
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,7,8,,7,6,7,,8,8,9,,8,8,9,9,9,10,9,9,8,8,9,,9.5,9,9.5,,10,9,10,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,23.0,1.0,20.0,5.0,25.0,1.0,34.0,5.0,37.0,1.0,25.0,4.0,28.0,1.0,29.0,3.0,28.5,3.0,28.9998,2.0,,,10,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,2.6,1.0,10,1.6,True,27.84998,6.035346295572289
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,7,8,,7,7,7,,7,7,7,,9,9,9,9,8,8,8,8,8,8,8,,9,9,9.5,,10,10,10,,9,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,23.0,1.0,21.0,3.0,21.0,6.0,36.0,1.0,32.0,3.0,24.0,6.0,27.5,2.0,30.0,1.0,28.0,4.0,28.3332,3.0,,,10,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,3.0,3.0,10,0.0,True,27.083319999999997,6.035346295572289
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,7,8,,8,8,8,,8,8,8,,8,9,9,9,8,7,7,8,10,9,10,,9,9,9.5,,8,8,9,,10,10,10,,0,0,0,,,,,,23.0,1.0,24.0,1.0,24.0,2.0,35.0,3.0,30.0,5.0,29.0,1.0,27.5,2.0,25.0,6.0,30.0,1.0,,,,,9,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,2.4444444444444446,4.0,9,-1.5555555555555554,True,27.5,6.035346295572289
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,7,7,,7,6,7,,7,7,7,,7,7,7,7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,21.0,4.0,20.0,5.0,21.0,6.0,28.0,8.0,,,,,,,,,,,,,,,4,10.020833333333334,9.055555555555557,3.8842975206611565,15.89,11.111111111111109,5.283950617283951,0.8125,3.1388888888888893,0.86,0.29632592888888937,,6.035346295572289,True,5.75,10.0,4,-4.25,True,22.5,6.035346295572289
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,6,5,6,6,6,6,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,22.0,11.0,24.0,10.0,,,,,,,,,,,,,,,,,,,2,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,10.5,13.0,2,-2.5,True,23.0,7.418729104199448
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,5,5,6,7,6,6,7,7,7,7,7,8,8,8,,8,8,8,,8,7,8,8,8.5,8,8,8.5,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,22.0,11.0,26.0,8.0,28.0,5.0,24.0,4.0,24.0,6.0,31.0,6.0,33.0,6.0,,,,,,,,,7,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,6.571428571428571,8.0,7,-1.4285714285714288,True,26.857142857142858,7.418729104199448
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,,9,9,9,,8,9,9,8,7.5,8,8.5,8,7,8,8,,9,9,9,9,0,0,0,,0,0,0,0,27.0,3.0,27.0,7.0,28.0,5.0,21.0,10.0,27.0,2.0,34.0,5.0,32.0,8.0,23.0,7.0,36.0,5.0,,,,,9,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,5.777777777777778,6.0,9,-0.22222222222222232,True,28.333333333333332,7.418729104199448
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,6,6,6,6,6,6,6,6,7,6,6,7,7,8,,8,8,8,,7,8,8,7,8.5,8,8,8.5,8,9,9,,0,0,0,0,0,0,0,,0,0,0,0,24.0,9.0,24.0,10.0,25.0,8.0,22.0,9.0,24.0,6.0,30.0,7.0,33.0,6.0,26.0,5.0,,,,,,,8,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,7.5,7.0,8,0.5,True,26.0,7.418729104199448
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,6,6,7,7,7,7,7,8,8,8,8,8,7,8,,8,8,8,,9,10,9,9,9.5,9,9,9.5,10,10,10,,9,9,10,9,9,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,26.0,5.0,28.0,6.0,32.0,1.0,23.0,6.0,24.0,6.0,37.0,3.0,37.0,1.0,30.0,3.0,37.0,4.0,28.0,5.0,38.3331,3.0,11,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,3.909090909090909,3.0,11,0.9090909090909092,True,30.939372727272726,7.418729104199448
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,8,7,8,8,8,8,8,7,8,8,8,10,10,10,,8,9,8,,9,9,9,10,8,8.5,9,9,11,11,11,,10,10,10,10,10,10,10,,9.6666,10,9.6666,10,31.0,1.0,32.0,1.0,31.0,2.0,30.0,1.0,25.0,5.0,37.0,3.0,34.5,3.0,33.0,2.0,40.0,1.0,30.0,1.0,39.333200000000005,1.0,11,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,1.9090909090909092,1.0,11,0.9090909090909092,True,32.98483636363637,7.418729104199448
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6,6,6,6,6,6,6,7,6,6,6,8,8,8,,8,8,8,,7,7,7,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,24.0,9.0,24.0,10.0,25.0,8.0,24.0,4.0,24.0,6.0,28.0,9.0,,,,,,,,,,,6,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,7.666666666666667,9.0,6,-1.333333333333333,True,24.833333333333332,7.418729104199448
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,5,5,5,6,5,6,5,6,5,6,6,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,20.0,13.0,22.0,13.0,23.0,11.0,,,,,,,,,,,,,,,,,3,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,12.333333333333334,12.0,3,0.3333333333333339,True,21.666666666666668,7.418729104199448
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8,8,7,8,7,7,7,8,7,7,8,7,9,9,10,,10,9,10,,10,9,9,10,9.5,9,9,9.5,11.6666,11.6666,11.6666,,9,9,9,9,9.5,10,10,,9.6666,9.6666,9.6666,10,31.0,1.0,29.0,4.0,29.0,4.0,28.0,2.0,29.0,1.0,38.0,2.0,37.0,1.0,34.9998,1.0,36.0,5.0,29.5,3.0,38.9998,2.0,11,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,2.3636363636363638,2.0,11,0.36363636363636376,True,32.772690909090905,7.418729104199448
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,6,6,7,8,7,7,8,7,6,6,6,6,6,6,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,26.0,5.0,30.0,3.0,25.0,8.0,18.0,11.0,,,,,,,,,,,,,,,4,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,6.75,11.0,4,-4.25,True,24.75,7.418729104199448
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,5,6,7,6,7,6,7,6,6,5,6,8,7,8,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,25.0,7.0,26.0,8.0,23.0,11.0,23.0,6.0,,,,,,,,,,,,,,,4,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,8.0,10.0,4,-2.0,True,24.25,7.418729104199448
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,6,6,8,7,8,7,7,6,7,6,7,8,7,8,,9,8,9,,10,10,10,10,8,8.5,9,9,10,10,10,,10,10,10,10,9.5,9.5,10,,8.5,9,9,9,27.0,3.0,29.0,4.0,26.0,7.0,23.0,6.0,26.0,4.0,40.0,1.0,34.5,3.0,30.0,3.0,40.0,1.0,29.0,4.0,35.5,4.0,11,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,3.6363636363636362,4.0,11,-0.36363636363636376,True,30.90909090909091,7.418729104199448
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,6,6,6,8,7,8,8,8,7,8,7,9,8,8,,9,9,9,,7,8,8,7,8.5,8.5,9,8.5,8,8,8,,10,10,9,9,10,10,10,,0,0,0,0,25.0,7.0,31.0,2.0,30.0,3.0,25.0,3.0,27.0,2.0,30.0,7.0,34.5,3.0,24.0,6.0,38.0,3.0,30.0,1.0,,,10,9.621301775147929,8.686390532544378,8.409722222222223,9.47107438016529,2.9135802469135808,16.32098765432099,2.90234375,17.63229388244898,2.805555555555556,0.5599999999999999,2.282770146875004,7.418729104199448,True,3.7,5.0,10,-1.2999999999999998,True,29.45,7.418729104199448
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6,5,5,5,6,6,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,21.0,10.0,25.0,9.0,24.0,9.0,,,,,,,,,,,,,,,,,3,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,9.333333333333334,11.0,3,-1.666666666666666,True,23.333333333333332,10.305522515211916
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,5,5,5,6,5,6,5,6,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20.0,11.0,22.0,11.0,24.0,9.0,28.0,10.0,,,,,,,,,,,,,,,4,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,10.25,10.0,4,0.25,True,23.5,10.305522515211916
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,7,7,7,8,6,8,8,9,8,8,8,8,9,9,9,8,8,9,9,9,9.5,9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28.0,3.0,30.0,3.0,33.0,2.0,35.0,3.0,34.0,4.0,37.0,1.0,,,,,,,,,,,6,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,2.6666666666666665,8.0,6,-5.333333333333334,True,32.833333333333336,10.305522515211916
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7,7,7,7,7,7,7,8,9,8,8,8,9,8,8,9,9,9,9,8.5,8.5,8,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28.0,3.0,28.0,5.0,33.0,2.0,33.0,4.0,36.0,3.0,33.5,5.0,36.0,4.0,,,,,,,,,7,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,3.7142857142857144,7.0,7,-3.2857142857142856,True,32.5,10.305522515211916
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,8,5,8,7,6,6,6,6,8,8,8,8,7,8,8,7,8,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7,7.5,7,0,0,0,0,0,0,0,0,,,,,22.0,9.0,28.0,5.0,24.0,9.0,32.0,5.0,30.0,8.0,31.5,6.0,31.0,7.0,29.0,5.0,,,,,,,8,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,6.75,5.0,8,1.75,True,28.4375,10.305522515211916
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,7,7,7,8,7,8,9,8,9,9,9,9,9,9,10,10,8.5,8.5,8.5,9,10.5,9.5,9.5,9.5,9,9,9,9,10,10,10,10,0,0,0,0,,,,,32.0,1.0,29.0,4.0,32.0,4.0,36.0,2.0,38.0,2.0,34.5,4.0,39.0,2.0,36.0,3.0,40.0,1.0,,,,,9,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,2.5555555555555554,4.0,9,-1.4444444444444446,True,35.166666666666664,10.305522515211916
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,7,6,7,7,8,7,8,8,7,8,8,8,7,7,8,7,7.5,8.5,7.5,7.5,8,8,8,8,8,8,8.5,8,9,8.5,9,8.5,9,9,9.3333,9,,,,,28.0,3.0,27.0,8.0,31.0,5.0,31.0,7.0,29.0,9.0,31.0,7.0,32.0,6.0,32.5,4.0,35.0,4.0,36.3333,3.0,,,10,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,5.6,2.0,10,3.5999999999999996,True,31.28333,10.305522515211916
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,8,8,8,8,7,7,7,7,10,9,10,10,7,8,9,8,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9,9.5,9.5,9.5,9,10,10,10,9.6666,10,10,,,,,31.0,2.0,32.0,1.0,28.0,6.0,39.0,1.0,32.0,6.0,35.0,3.0,39.0,2.0,37.5,2.0,38.5,2.0,39.6666,1.0,,,10,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,2.6,1.0,10,1.6,True,35.16666,10.305522515211916
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17.0,12.0,22.0,11.0,,,,,,,,,,,,,,,,,,,2,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,11.5,12.0,2,-0.5,True,19.5,10.305522515211916
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,7,7,7,7,6,7,7,6,8,7,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,24.0,7.0,28.0,5.0,26.0,7.0,30.0,8.0,32.0,6.0,,,,,,,,,,,,,5,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,6.6,9.0,5,-2.4000000000000004,True,28.0,10.305522515211916
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,8,8,8,8,8,8,9,9,8,7,8,9,10,9,10,10,9,9.5,8,9.5,10.5,10.5,10.5,10.5,10,9.5,10,10,9.5,9.5,9.5,9.5,10,9.6666,9.6666,10,,,,,27.0,6.0,32.0,1.0,34.0,1.0,32.0,5.0,39.0,1.0,36.0,2.0,42.0,1.0,39.5,1.0,38.0,3.0,39.333200000000005,2.0,,,10,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,2.3,3.0,10,-0.7000000000000002,True,35.883320000000005,10.305522515211916
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,7,5,7,6,7,6,7,6,8,7,8,7,9,8,9,8,7.5,8,7.5,7.5,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,24.0,7.0,25.0,9.0,26.0,7.0,30.0,8.0,34.0,4.0,30.5,8.0,34.0,5.0,,,,,,,,,7,19.305555555555554,10.222222222222223,14.776859504132231,9.639999999999999,10.395061728395062,5.109375,14.122448979591837,13.939999999999998,3.296875,2.246827162222226,,10.305522515211914,True,6.857142857142857,6.0,7,0.8571428571428568,True,29.071428571428573,10.305522515211916
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6,6,6,,8,7.5,7,,7,6,6,,8,8,8,,8,8,8,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,18.0,7.0,22.5,4.0,19.0,11.0,24.0,4.0,24.0,8.0,,,,,,,,,,,,,5,5.775147928994083,4.517751479289942,4.512396694214875,3.504132231404959,5.6899999999999995,19.555555555555557,3.859375,4.618055555555556,3.7,1.056153941875,,5.678856838688998,True,6.8,10.0,5,-3.2,True,21.5,5.678856838688999
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,,8,7.5,8.5,,7,7,7,,8,8,8,,10,9,10,,7,8,8,8,10,10,10,,9,8.5,9,,8.5,8,9,,9.7777,9.3333,9.7777,10,,,,,19.0,5.0,24.0,1.0,21.0,6.0,24.0,4.0,29.0,2.0,31.0,6.0,30.0,1.0,26.5,3.0,25.5,4.0,38.8887,3.0,,,10,5.775147928994083,4.517751479289942,4.512396694214875,3.504132231404959,5.6899999999999995,19.555555555555557,3.859375,4.618055555555556,3.7,1.056153941875,,5.678856838688998,True,3.5,3.0,10,0.5,True,26.888869999999997,5.678856838688999
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,,8,8,8,,9,7,9,,10,9,10,,10,10,10,,10,9,10,10,9,9,9,,10,10,10,,9.5,9.5,10,,10,10,10,10,,,,,22.0,1.0,24.0,1.0,25.0,2.0,29.0,1.0,30.0,1.0,39.0,2.0,27.0,4.0,30.0,1.0,29.0,1.0,40.0,1.0,,,10,5.775147928994083,4.517751479289942,4.512396694214875,3.504132231404959,5.6899999999999995,19.555555555555557,3.859375,4.618055555555556,3.7,1.056153941875,,5.678856838688998,True,1.5,1.0,10,0.5,True,29.5,5.678856838688999
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,,6.5,6,6.5,,7,7,7,,7,8,8,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,18.0,7.0,19.0,11.0,21.0,6.0,23.0,10.0,,,,,,,,,,,,,,,4,5.775147928994083,4.517751479289942,4.512396694214875,3.504132231404959,5.6899999999999995,19.555555555555557,3.859375,4.618055555555556,3.7,1.056153941875,,5.678856838688998,True,8.5,11.0,4,-2.5,True,20.25,5.678856838688999
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,,6.5,6.5,6.5,,7,7,7,,8,8,8,,9,9,9,,9,9,9,9,8,8,8,,0,0,0,,0,0,0,,0,0,0,0,,,,,20.0,4.0,19.5,9.0,21.0,6.0,24.0,4.0,27.0,4.0,36.0,4.0,24.0,8.0,,,,,,,,,7,5.775147928994083,4.517751479289942,4.512396694214875,3.504132231404959,5.6899999999999995,19.555555555555557,3.859375,4.618055555555556,3.7,1.056153941875,,5.678856838688998,True,5.571428571428571,8.0,7,-2.428571428571429,True,24.5,5.678856838688999
