celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated,avg_weekly_rank,final_rank_parsed,episodes_participated_parsed,rank_difference
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6,6,6,6,5,5,6,6,7,6,7,,7,6.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,9.0,5.5,14.0,6.666666666666667,10.0,7.125,12.0,,,,,,,,,,,,,,,4,11.25,12.0,4,-0.75
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6,6,6,6,7,5,7,7,7,7,8,,8.5,7.5,8.5,8,8,8,8,8,9,8,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,9.0,6.5,8.0,7.333333333333333,5.0,8.125,7.0,8.0,9.0,8.5,8.0,8.0,9.0,,,,,,,,,7,7.857142857142857,9.0,7,-1.1428571428571432
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7,7,7,7,7,7,7,7,7,7,7,,8.5,8,9,8.5,9,9,9,9,9,9,9,9,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10,9,9.5,9,0,0,0,0,,,,,7.0,2.0,7.0,4.0,7.0,7.0,8.5,4.0,9.0,3.0,9.0,5.0,8.5,6.0,10.5,1.0,9.375,3.0,,,,,9,3.888888888888889,5.0,9,-1.1111111111111112
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7,4,5,5,7,6,6,6,7,6,6,,8.5,6.5,8.5,8,7,7,7,7,10,10,10,10,9.5,7.5,8.5,8.5,9,8,9,9,9.5,9,10,9,10,10,10,10,,,,,5.25,14.0,6.25,9.0,6.333333333333333,12.0,7.875,9.0,7.0,11.0,10.0,1.0,8.5,6.0,8.75,7.0,9.375,3.0,10.0,1.0,,,10,7.3,1.0,10,6.3
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6,6,6,6,6,6,6,6,6,6,6,,7.5,6.5,7.5,7.5,8,8,8,8,9,9,9,9,8.5,8.5,9.5,9.5,10,10,9,9,9,9,8.5,9,9.5,9.5,9.5,9.5,,,,,6.0,9.0,6.0,10.0,6.0,14.0,7.25,11.0,8.0,9.0,9.0,5.0,9.0,5.0,9.5,5.0,8.875,6.0,9.5,4.0,,,10,7.8,3.0,10,4.8
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7,7,6,7,7,7,8,8,7,7,8,,8,8,8.5,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.75,4.0,7.5,3.0,7.333333333333333,5.0,8.25,6.0,9.0,3.0,,,,,,,,,,,,,5,4.2,11.0,5,-6.8
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6,5,6,5,7,6,7,7,6,6,8,,8.5,7.5,8.5,8,8,8,9,9,10,9,10,9,9,9,10,10,8,8,8,8,0,0,0,0,0,0,0,0,,,,,5.5,13.0,6.75,5.0,6.666666666666667,10.0,8.125,7.0,8.5,8.0,9.5,3.0,9.5,3.0,8.0,8.0,,,,,,,8,7.125,7.0,8,0.125
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7,6,6,6,7,6,7,7,8,8,8,,8,9,9,9,9,9,9,9,9,9,9,9,11,9,11,11,9,9,9,9,0,0,0,0,0,0,0,0,,,,,6.25,7.0,6.75,5.0,8.0,1.0,8.75,2.0,9.0,3.0,9.0,5.0,10.5,1.0,9.0,6.0,,,,,,,8,3.75,8.0,8,-4.25
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8,7,7,7,8,8,7,8,8,8,8,,8.5,8.5,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10.5,9.5,10.5,10.5,10,10,10,10,10,10,10,10,,,,,7.25,1.0,7.75,2.0,8.0,1.0,8.75,2.0,10.0,1.0,10.0,1.0,9.75,2.0,10.25,4.0,10.0,1.0,10.0,1.0,,,10,1.6,2.0,10,-0.3999999999999999
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6,7,6,6,6,6,6,6,7,7,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.25,7.0,6.0,10.0,7.0,7.0,,,,,,,,,,,,,,,,,3,8.0,14.0,3,-6.0
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7,6,6,7,6,6,6,6,7,7,7,,7,7,8,7.5,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.5,5.0,6.0,10.0,7.0,7.0,7.375,10.0,9.0,3.0,8.0,10.0,,,,,,,,,,,6,7.5,10.0,6,-2.5
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7,7,7,7,8,8,8,8,8,8,8,,8.5,8.5,8.5,8.5,10,10,9,10,9,9,10,10,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10,10,10,9.5,10,9.5,10,,,,,7.0,2.0,8.0,1.0,8.0,1.0,8.5,4.0,9.75,2.0,9.5,3.0,8.5,6.0,10.5,1.0,9.875,2.0,9.75,3.0,,,10,2.5,4.0,10,-1.5
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.5,15.0,,,,,,,,,,,,,,,,,,,,,1,15.0,16.0,1,-1.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6,5,5,5,5,6,5,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.25,10.0,5.25,15.0,6.0,13.0,,,,,,,,,,,,,,,,,3,12.666666666666666,14.0,3,-1.333333333333334
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7.0,3.0,7.0,6.0,7.0,9.0,8.0,6.0,10.0,4.0,,,,,,,,,,,,,5,5.6,12.0,5,-6.4
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6,5,6,6,6,6,6,6,8,7,7,7,7,7,7,7,9,8.5,9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.75,9.0,6.0,13.0,7.25,7.0,7.0,11.0,8.75,10.0,,,,,,,,,,,,,5,10.0,11.0,5,-1.0
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5,5,5,6,7,7,8,8,7,6,7,7,7,7,7,7,9,9,9,9,9,8,8,9,10,9,10,10,9.25,10.25,9.25,10.25,8.5,8,8,8,0,0,0,0,,,,,5.25,10.0,7.5,4.0,6.75,10.0,7.0,11.0,9.0,7.0,8.5,5.0,9.75,1.0,9.75,5.0,8.125,6.0,,,,,9,6.555555555555555,6.0,9,0.5555555555555554
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7,6,7,7,7,7,7,8,8,7,8,8,7,7,7,8,8.125,8.125,8.625,8.625,9,8,8,9,9,8.5,9.5,9.5,10,9,10,10,9,8,9,8.5,0,0,0,0,,,,,6.75,6.0,7.25,5.0,7.75,5.0,7.25,9.0,8.375,11.0,8.5,5.0,9.125,4.0,9.75,5.0,8.625,5.0,,,,,9,6.111111111111111,5.0,9,1.1111111111111107
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,10.125,10.125,10.125,10.625,8,9,8,9,9.5,9,9.5,10,11.25,11.25,11.25,11.25,9.5,9,9,9,9.5,9.5,9.5,9.5,,,,,7.25,2.0,8.0,1.0,8.25,1.0,9.0,1.0,10.25,2.0,8.5,5.0,9.5,3.0,11.25,1.0,9.125,3.0,9.5,3.0,,,10,2.2,3.0,10,-0.7999999999999998
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5,5,5,5,6,6,7,7,6,6,6,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,12.0,6.5,11.0,6.25,12.0,6.25,13.0,,,,,,,,,,,,,,,4,12.0,13.0,4,-1.0
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5,5,5,5,7,6,6,6,6,6,7,7,8,7,8,8,8.875,8.875,9.375,8.875,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,12.0,6.25,12.0,6.5,11.0,7.75,8.0,9.0,7.0,8.0,9.0,,,,,,,,,,,6,9.833333333333334,10.0,6,-0.16666666666666607
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,6,6,7,7,6,7,7,7,7,7,8,9,8,8,9,8.875,8.375,8.875,9.375,9,8,8,9,8.5,9,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.5,7.0,6.75,9.0,7.25,7.0,8.5,4.0,8.875,9.0,8.5,5.0,8.625,8.0,,,,,,,,,7,7.0,9.0,7,-2.0
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6,6,6,6,7,7,7,7,8,8,8,8,9,8,8,9,9.625,10.125,9.625,9.625,9,9,9,9,8.5,9,9,8.5,9,8,9,9,0,0,0,0,0,0,0,0,,,,,6.0,8.0,7.0,6.0,8.0,4.0,8.5,4.0,9.75,5.0,9.0,3.0,8.75,7.0,8.75,7.0,,,,,,,8,5.5,8.0,8,-2.5
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10.375,10.375,10.375,10.875,10,10,10,10,9.5,9.5,10,10,11.25,11.25,11.25,11.25,10,10,10,10,10,10,10,10,,,,,8.0,1.0,8.0,1.0,8.25,1.0,9.0,1.0,10.5,1.0,10.0,1.0,9.75,1.0,11.25,1.0,10.0,1.0,10.0,1.0,,,10,1.0,1.0,10,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5,5,5,5,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,12.0,5.75,14.0,,,,,,,,,,,,,,,,,,,2,13.0,15.0,2,-2.0
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4,4,5,4,7,6,7,7,6,5,6,6,8,7,7,7,7.75,7.75,7.75,7.75,7,7,7,7,7.5,8,8,8,8,7,7,7,0,0,0,0,0,0,0,0,,,,,4.25,16.0,6.75,9.0,5.75,14.0,7.25,9.0,7.75,12.0,7.0,10.0,7.875,9.0,7.25,8.0,,,,,,,8,10.875,7.0,8,3.875
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7,7,7,7,7,7,7,7,8,7,7,8,8,8,8,8,9.75,9.25,9.75,9.75,9,9,9,9,9,9.5,9,9,11.25,10.25,10.25,10.25,9.5,9,9,9,9.5,9.5,9.5,9.5,,,,,7.0,3.0,7.0,6.0,7.5,6.0,8.0,6.0,9.625,6.0,9.0,3.0,9.125,4.0,10.5,3.0,9.125,3.0,9.5,3.0,,,10,4.3,4.0,10,0.2999999999999998
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,10.25,10.25,10.25,10.25,9,9,9,10,9,9,8.5,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,7.0,3.0,8.0,1.0,8.25,1.0,9.0,1.0,10.25,2.0,9.25,2.0,8.875,6.0,10.0,4.0,10.0,1.0,10.0,1.0,,,10,2.2,2.0,10,0.20000000000000018
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5,5,5,,6,5,5,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,5.333333333333333,9.0,,,,,,,,,,,,,,,,,,,2,9.0,13.0,2,-4.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6,5,6,,6,6,6,,6,6,7,7,7,7,7,,7,8,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,5.666666666666667,7.0,6.0,7.0,6.5,6.0,7.0,6.0,7.333333333333333,8.0,,,,,,,,,,,,,5,6.8,10.0,5,-3.2
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6,5,5,,5,5,5,,6,6,7,6,6,6,6,,8,8,8,,8.25,7.25,8.25,8.25,8,8,8.5,8,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0,,0,0,0,,5.333333333333333,8.0,5.0,10.0,6.25,7.0,6.0,10.0,8.0,4.0,8.0,7.0,8.125,7.0,8.75,5.0,,,,,,,8,7.25,7.0,8,0.25
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5,4,4,,7,6,6,,6,6,6,6,6,6,6,,7,7,7,,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,,9,8.5,9,,4.333333333333333,11.0,6.333333333333333,6.0,6.0,8.0,6.0,10.0,7.0,9.0,7.75,8.0,8.75,6.0,9.0,4.0,8.0,5.0,8.5,5.0,8.833333333333334,5.0,11,7.0,5.0,11,2.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6,6,6,,8,8,8,,8,8,8,8,9,9,9,,9,10,9,,10.25,10.25,11.25,10.25,9.5,9,9.5,9,10,10,10,10,9.75,9.75,10.75,10.75,10,10,10,,10,10,10,,6.0,5.0,8.0,1.0,8.0,3.0,9.0,1.0,9.333333333333334,1.0,10.5,1.0,9.25,1.0,10.0,2.0,10.25,2.0,10.0,1.0,10.0,1.0,11,1.7272727272727273,1.0,11,0.7272727272727273
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6,6,6,,5,5,5,,5,5,6,6,7,7,7,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,6.0,5.0,5.0,10.0,5.5,11.0,7.0,6.0,,,,,,,,,,,,,,,4,8.0,11.0,4,-3.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4,4,4,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,4.0,12.0,,,,,,,,,,,,,,,,,,,,,1,12.0,14.0,1,-2.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4,4,4,,6,6,6,,5,5,5,5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,4.0,12.0,6.0,7.0,5.0,12.0,,,,,,,,,,,,,,,,,3,10.333333333333334,12.0,3,-1.666666666666666
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7,7,7,,8,8,8,,9,8,9,8,8,8,8,,9,9,9,,9.75,9.75,9.75,9.75,8.5,8.5,10,9,8,9,8,8,10.75,10.75,10.75,10.75,9.5,9.5,9.5,,10,10,10,,7.0,2.0,8.0,1.0,8.5,1.0,8.0,3.0,9.0,3.0,9.75,3.0,9.0,4.0,8.25,6.0,10.75,1.0,9.5,4.0,10.0,1.0,11,2.6363636363636362,2.0,11,0.6363636363636362
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6,7,6,,7,7,7,,7,6,7,7,7,7,8,,8,8,8,,9,9,9,10,9.5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,6.333333333333333,4.0,7.0,3.0,6.75,5.0,7.333333333333333,5.0,8.0,4.0,9.25,5.0,9.125,3.0,,,,,,,,,7,4.142857142857143,8.0,7,-3.8571428571428568
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4,4,4,,5,5,5,,6,5,7,6,7,7,7,,6,6,6,,7.25,7.25,7.25,7.25,8,8,8,8,7,7,7,7,8,7,8,7,0,0,0,,0,0,0,,4.0,12.0,5.0,10.0,6.0,8.0,7.0,6.0,6.0,10.0,7.25,9.0,8.0,8.0,7.0,7.0,7.5,6.0,,,,,9,8.444444444444445,6.0,9,2.4444444444444446
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5,5,5,,4,4,4,,7,5,6,5,7,6,6,,8,8,8,,8.5,8.5,7.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,4.0,13.0,5.75,10.0,6.333333333333333,9.0,8.0,4.0,8.25,6.0,,,,,,,,,,,6,8.5,9.0,6,-0.5
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7,7,8,,7,7,7,,8,8,8,8,8,8,8,,10,9,9,,9.75,9.75,8.75,9.75,9,9,9,9,9.75,9.75,9.75,9.75,9,10,9,10,10,9.5,10,,9.5,10,10,,7.333333333333333,1.0,7.0,3.0,8.0,3.0,8.0,3.0,9.333333333333334,1.0,9.5,4.0,9.0,4.0,9.75,3.0,9.5,3.0,9.833333333333334,2.0,9.833333333333334,3.0,11,2.727272727272727,4.0,11,-1.272727272727273
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7,7,7,,6,7,7,,9,8,9,8,8,9,8,,8,8,8,,10,10,10,11,9,9,10,9,9.75,10.75,10.75,10.75,9,9,9,10,9.5,9.5,10,,9.5,10,10,,7.0,2.0,6.666666666666667,5.0,8.5,1.0,8.333333333333334,2.0,8.0,4.0,10.25,2.0,9.25,1.0,10.5,1.0,9.25,4.0,9.666666666666666,3.0,9.833333333333334,3.0,11,2.5454545454545454,3.0,11,-0.4545454545454546
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6,6,5,,7,6,6,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,5.666666666666667,11.0,6.333333333333333,9.0,,,,,,,,,,,,,,,,,,,2,10.0,12.0,2,-2.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5,5,5,,6,4,5,,6.5,5.5,5.5,5.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,5.0,13.0,5.0,12.0,5.75,10.0,,,,,,,,,,,,,,,,,3,11.666666666666666,10.0,3,1.666666666666666
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6,5,5,,6,4,5,,6,5,5,5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,5.333333333333333,12.0,5.0,12.0,5.25,11.0,,,,,,,,,,,,,,,,,3,11.666666666666666,10.0,3,1.666666666666666
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8,7,8,,8,8,8,,8.5,8.5,9,8.5,8,8,8,8,9,9,9,,10,11,11,,10,10,10,,9.5,9.5,10,,10,10,10,,,,,,,,,,7.666666666666667,1.0,8.0,1.0,8.625,2.0,8.0,4.0,9.0,1.0,10.666666666666666,1.0,10.0,1.0,9.666666666666666,1.0,10.0,1.0,,,,,9,1.4444444444444444,3.0,9,-1.5555555555555556
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8,7,7,,8,7,7,,7,6.5,6,6.5,7,8,7,7,8,8,8,,11,10,10,,8,8,8,,0,0,0,,0,0,0,,,,,,,,,,7.333333333333333,2.0,7.333333333333333,2.0,6.5,9.0,7.25,9.0,8.0,6.0,10.333333333333334,3.0,8.0,6.0,,,,,,,,,7,5.285714285714286,6.0,7,-0.7142857142857144
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7,6,7,,7,7,7,,7.5,7.5,8,7,9,9,9,9,8.5,8.5,8.5,,10,9,9,,8.5,8.5,8.5,,9,9,9,,9,9.5,9.5,,,,,,,,,,6.666666666666667,5.0,7.0,5.0,7.5,6.0,9.0,1.0,8.5,4.0,9.333333333333334,5.0,8.5,5.0,9.0,4.0,9.333333333333334,5.0,,,,,9,4.444444444444445,5.0,9,-0.5555555555555554
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7,7,7,,8,7,7,,8,8,7.5,7.5,8,9,8,8,8,8,8,,10,9,9,,9.5,9,8.5,,9,8.5,9,,10,9.5,10,,,,,,,,,,7.0,3.0,7.333333333333333,2.0,7.75,3.0,8.25,3.0,8.0,6.0,9.333333333333334,5.0,9.0,3.0,8.833333333333334,5.0,9.833333333333334,2.0,,,,,9,3.5555555555555554,4.0,9,-0.44444444444444464
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6,6,6,,7,7,7,,7.5,7,7,6.5,8,8,8,8,9,8.5,8.5,,8,8,8,,9,8.5,8.5,,9.5,9.5,9.5,,9.5,9.5,9.5,,,,,,,,,,6.0,8.0,7.0,5.0,7.0,7.0,8.0,4.0,8.666666666666666,2.0,8.0,7.0,8.666666666666666,4.0,9.5,3.0,9.5,4.0,,,,,9,4.888888888888889,2.0,9,2.8888888888888893
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6,6,6,,6,5,6,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.0,8.0,5.666666666666667,11.0,,,,,,,,,,,,,,,,,,,2,9.5,12.0,2,-2.5
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6,6,6,,7,6,7,,7.5,7.5,8,7.5,8,8,8,8,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.0,8.0,6.666666666666667,8.0,7.625,5.0,8.0,4.0,,,,,,,,,,,,,,,4,6.25,9.0,4,-2.75
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7,6,6,,7,7,7,,7.5,7.5,6,7,8,8,8,8,8,8,8,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.333333333333333,6.0,7.0,5.0,7.0,7.0,8.0,4.0,8.0,6.0,,,,,,,,,,,,,5,5.6,8.0,5,-2.4000000000000004
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7,6,6,,6,6,7,,8,8,7,8,8,8,8,8,8.5,8.5,8.5,,11,10,10,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.333333333333333,6.0,6.333333333333333,9.0,7.75,3.0,8.0,4.0,8.5,4.0,10.333333333333334,3.0,,,,,,,,,,,6,4.833333333333333,7.0,6,-2.166666666666667
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7,7,7,,8,7,7,,9,9,8.5,8.5,9,9,9,9,8.5,8.5,9,,11,10,11,,9,9.5,9,,9.5,10,9.5,,9.5,10,10,,,,,,,,,,7.0,3.0,7.333333333333333,2.0,8.75,1.0,9.0,1.0,8.666666666666666,2.0,10.666666666666666,1.0,9.166666666666666,2.0,9.666666666666666,1.0,9.833333333333334,2.0,,,,,9,1.6666666666666667,1.0,9,0.6666666666666667
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4,5,,,5,5,5,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,4.5,13.0,5.0,14.0,,,,,,,,,,,,,,,,,,,2,13.5,13.0,2,0.5
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6,6,,,7,6,6,,7,7,7,,7,7,7,,7,7,7,8,9,9,9,9,8.5,8.5,8.5,9.5,9.5,9,9.5,9,0,0,0,0,0,0,0,,0,0,0,,6.0,6.0,6.333333333333333,10.0,7.0,8.0,7.0,9.0,7.25,8.0,9.0,3.0,8.75,6.0,9.25,7.0,,,,,,,8,7.125,8.0,8,-0.875
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6,6,,,7,7,7,,7,7,7,,8,8,8,,8,7,7,8,9,9,9,9,8,8,8,8,9,9.5,10,9,9,9,9,9,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,6.0,6.0,7.0,5.0,7.0,8.0,8.0,2.0,7.5,6.0,9.0,3.0,8.0,8.0,9.375,6.0,9.0,6.0,9.5,4.0,9.6666,5.0,11,5.363636363636363,5.0,11,0.3636363636363633
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5,5,,,6,6,6,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,6.0,11.0,,,,,,,,,,,,,,,,,,,2,10.0,13.0,2,-3.0
