season,week,celebrity_name,ballroom_partner,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,total_judge_score,judge_rank,judge_percent,active,true_elim_flag,exit_type,exit_week,data_anomaly_zero_score
33,5,Jenn Tran,Sasha Farber,Eliminated Week 6,7,8.5,8.5,8.5,,25.5,4.5,0.12623762376237624,True,0,eliminated,6.0,False
33,5,Joey Graziadei,Jenna Johnson,1st Place,1,8.5,8.5,9.0,,26.0,2.5,0.12871287128712872,True,0,finished,9.0,False
34,5,Corey Feldman,Jenna Johnson,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
34,5,Danielle Fishel,Pasha Pashkov,Eliminated Week 8,8,7.0,7.0,7.0,8.0,29.0,8.5,0.0926517571884984,True,0,eliminated,8.0,False
34,5,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),5th Place,5,8.0,7.0,7.0,8.0,30.0,6.5,0.09584664536741214,True,0,finished,11.0,False
34,5,Baron Davis,Britt Stewart,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
34,5,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),3rd Place,3,8.0,8.0,8.0,8.0,32.0,5.0,0.10223642172523961,True,0,finished,11.0,False
34,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Eliminated Week 9,7,6.0,6.0,6.0,6.0,24.0,10.0,0.07667731629392971,True,0,eliminated,9.0,False
34,5,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),1st Place,1,8.0,9.0,9.0,9.0,35.0,2.5,0.11182108626198083,True,0,finished,11.0,False
34,5,Hilaria Baldwin,Gleb Savchenko,Eliminated Week 4,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
34,5,Lauren Jauregui,Brandon Armstrong,Eliminated Week 3,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
34,5,Scott Hoying,Rylee Arnold,Eliminated Week 6,10,7.0,8.0,7.0,8.0,30.0,6.5,0.09584664536741214,True,0,eliminated,6.0,False
34,5,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),2nd Place,2,8.0,9.0,9.0,9.0,35.0,2.5,0.11182108626198083,True,0,finished,11.0,False
34,5,Jen Affleck,Jan Ravnik,Eliminated Week 7,9,8.0,7.0,7.0,7.0,29.0,8.5,0.0926517571884984,True,0,eliminated,7.0,False
34,5,Whitney Leavitt,Mark Ballas,Eliminated Week 10,6,9.0,8.0,8.0,8.0,33.0,4.0,0.10543130990415335,True,0,eliminated,10.0,False
34,5,Dylan Efron,Daniella Karagach (Rumer Willis week 9),4th Place,4,9.0,9.0,9.0,9.0,36.0,1.0,0.11501597444089456,True,0,finished,11.0,False
1,6,John O'Hurley,Charlotte Jorgensen,2nd Place,2,9.0,9.0,9.0,,27.0,2.0,0.4954128440366973,True,0,finished,6.0,False
1,6,Kelly Monaco,Alec Mazo,1st Place,1,8.5,9.5,9.5,,27.5,1.0,0.5045871559633027,True,0,finished,6.0,False
1,6,Evander Holyfield,Edyta Sliwinska,Eliminated Week 3,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
1,6,Rachel Hunter,Jonathan Roberts,Eliminated Week 4,4,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
1,6,Joey McIntyre,Ashly DelGrosso,3rd Place,3,0.0,0.0,0.0,,0.0,,,False,0,finished,5.0,True
1,6,Trista Sutter,Louis van Amstel,Eliminated Week 2,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
2,6,Tatum O'Neal,Nick Kosovich,Eliminated Week 2,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
2,6,Tia Carrere,Maksim Chmerkoskiy,Eliminated Week 5,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
2,6,George Hamilton,Edyta Sliwinska,Eliminated Week 6,5,8.0,7.0,8.0,,23.0,4.5,0.17293233082706766,True,1,eliminated,6.0,False
2,6,Lisa Rinna,Louis van Amstel,Eliminated Week 7,4,9.0,9.0,9.0,,27.0,3.0,0.20300751879699247,True,0,eliminated,7.0,False
2,6,Stacy Keibler,Tony Dovolani,3rd Place,3,10.0,10.0,10.0,,30.0,1.5,0.22556390977443608,True,0,finished,8.0,False
2,6,Jerry Rice,Anna Trebunskaya,2nd Place,2,8.0,7.0,8.0,,23.0,4.5,0.17293233082706766,True,0,finished,8.0,False
2,6,Giselle Fernandez,Jonathan Roberts,Eliminated Week 3,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
2,6,Master P,Ashly DelGrosso,Eliminated Week 4,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
2,6,Drew Lachey,Cheryl Burke,1st Place,1,10.0,10.0,10.0,,30.0,1.5,0.22556390977443608,True,0,finished,8.0,False
2,6,Kenny Mayne,Andrea Hale,Eliminated Week 1,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
3,6,Harry Hamlin,Ashly DelGrosso,Eliminated Week 3,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
3,6,Vivica A. Fox,Nick Kosovich,Eliminated Week 4,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
3,6,Monique Coleman,Louis van Amstel,Eliminated Week 8,4,9.0,7.0,7.0,,23.0,4.0,0.19491525423728814,True,0,eliminated,8.0,False
3,6,Joey Lawrence,Edyta Sliwinska,3rd Place,3,8.0,8.0,8.0,,24.0,3.0,0.2033898305084746,True,0,finished,9.0,False
3,6,Mario Lopez,Karina Smirnoff,2nd Place,2,9.0,9.0,10.0,,28.0,1.0,0.23728813559322035,True,0,finished,10.0,False
3,6,Emmitt Smith,Cheryl Burke,1st Place,1,8.0,8.0,9.0,,25.0,2.0,0.211864406779661,True,0,finished,10.0,False
3,6,Shanna Moakler,Jesse DeSoto,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
3,6,Willa Ford,Maksim Chmerkoskiy,Eliminated Week 5,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
3,6,Sara Evans,Tony Dovolani,Withdrew,6,0.0,0.0,0.0,,0.0,,,False,0,withdrew,5.0,True
3,6,Jerry Springer,Kym Johnson,Eliminated Week 7,5,7.0,6.0,5.0,,18.0,5.0,0.15254237288135594,True,0,eliminated,7.0,False
3,6,Tucker Carlson,Elena Grinenko,Eliminated Week 1,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
4,6,John Ratzenberger,Edyta Sliwinska,Eliminated Week 7,6,7.0,6.0,6.0,,19.0,7.0,0.11176470588235295,True,0,eliminated,7.0,False
4,6,Ian Ziering,Cheryl Burke,Eliminated Week 9,4,8.0,8.0,8.0,,24.0,4.0,0.1411764705882353,True,0,eliminated,9.0,False
4,6,Clyde Drexler,Elena Grinenko,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
4,6,Laila Ali,Maksim Chmerkoskiy,3rd Place,3,9.0,9.0,10.0,,28.0,1.5,0.16470588235294117,True,0,finished,10.0,False
4,6,Apolo Anton Ohno,Julianne Hough,1st Place,1,9.0,9.0,10.0,,28.0,1.5,0.16470588235294117,True,0,finished,10.0,False
4,6,Shandi Finnessey,Brian Fortuna,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
4,6,Paulina Porizkova,Alec Mazo,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
4,6,Heather Mills,Jonathan Roberts,Eliminated Week 6,7,7.0,8.0,8.0,,23.0,5.0,0.13529411764705881,True,1,eliminated,6.0,False
4,6,Billy Ray Cyrus,Karina Smirnoff,Eliminated Week 8,5,7.0,7.0,7.0,,21.0,6.0,0.12352941176470589,True,0,eliminated,8.0,False
4,6,Joey Fatone,Kym Johnson,2nd Place,2,9.0,9.0,9.0,,27.0,3.0,0.1588235294117647,True,0,finished,10.0,False
4,6,Leeza Gibbons,Tony Dovolani,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
5,6,Cameron Mathison,Edyta Sliwinska,Eliminated Week 8,5,9.0,8.0,8.0,,25.0,4.5,0.1388888888888889,True,0,eliminated,8.0,False
5,6,Jane Seymour,Tony Dovolani,Eliminated Week 7,6,8.0,7.0,7.0,,22.0,7.0,0.12222222222222222,True,0,eliminated,7.0,False
5,6,Sabrina Bryan,Mark Ballas,Eliminated Week 6,7,9.0,8.0,8.0,,25.0,4.5,0.1388888888888889,True,1,eliminated,6.0,False
5,6,Jennie Garth,Derek Hough,Eliminated Week 9,4,9.0,9.0,9.0,,27.0,3.0,0.15,True,0,eliminated,9.0,False
5,6,Floyd Mayweather Jr. ,Karina Smirnoff,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
5,6,Josie Maran,Alec Mazo,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
5,6,Albert Reed,Anna Trebunskaya,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
5,6,Helio Castroneves,Julianne Hough,1st Place,1,9.0,10.0,9.0,,28.0,2.0,0.15555555555555556,True,0,finished,10.0,False
5,6,Mel B,Maksim Chmerkoskiy,2nd Place,2,10.0,10.0,10.0,,30.0,1.0,0.16666666666666666,True,0,finished,10.0,False
5,6,Wayne Newton,Cheryl Burke,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
5,6,Marie Osmond,Jonathan Roberts,3rd Place,3,8.0,8.0,7.0,,23.0,6.0,0.12777777777777777,True,0,finished,10.0,False
5,6,Mark Cuban,Kym Johnson,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
6,6,Cristian de la Fuente,Cheryl Burke,3rd Place,3,9.0,9.0,9.0,,27.0,3.0,0.15,True,0,finished,10.0,False
6,6,Steve Guttenberg,Anna Trebunskaya,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
6,6,Priscilla Presley,Louis van Amstel,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
6,6,Marlee Matlin,Fabian Sanchez,Eliminated Week 6,7,7.0,7.0,7.0,,21.0,7.0,0.11666666666666667,True,1,eliminated,6.0,False
6,6,Shannon Elizabeth,Derek Hough,Eliminated Week 7,6,8.0,8.0,8.0,,24.0,5.5,0.13333333333333333,True,0,eliminated,7.0,False
6,6,Marissa Jaret Winokur,Tony Dovolani,Eliminated Week 9,4,9.0,8.0,9.0,,26.0,4.0,0.14444444444444443,True,0,eliminated,9.0,False
6,6,Jason Taylor,Edyta Sliwinska,2nd Place,2,8.0,8.0,8.0,,24.0,5.5,0.13333333333333333,True,0,finished,10.0,False
6,6,Kristi Yamaguchi,Mark Ballas,1st Place,1,10.0,10.0,10.0,,30.0,1.0,0.16666666666666666,True,0,finished,10.0,False
6,6,Monica Seles,Jonathan Roberts,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
6,6,Penn Jillette,Kym Johnson,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
6,6,Adam Carolla,Julianne Hough,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
6,6,Mario,Karina Smirnoff,Eliminated Week 8,5,9.0,9.0,10.0,,28.0,2.0,0.15555555555555556,True,0,eliminated,8.0,False
7,6,Ted McGinley,Inna Brayer,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
7,6,Cloris Leachman,Corky Ballas,Eliminated Week 6,7,5.0,5.0,5.0,,15.0,7.0,0.09375,True,1,eliminated,6.0,False
7,6,Susan Lucci,Tony Dovolani,Eliminated Week 7,6,8.0,8.0,7.0,,23.0,4.5,0.14375,True,0,eliminated,7.0,False
7,6,Cody Linley,Julianne Hough,Eliminated Week 9,4,8.0,8.0,7.0,,23.0,4.5,0.14375,True,0,eliminated,9.0,False
7,6,Misty May-Treanor,Maksim Chmerkoskiy,Withdrew,10,0.0,0.0,0.0,,0.0,,,False,0,withdrew,2.0,True
7,6,Maurice Greene,Cheryl Burke,Eliminated Week 8,5,7.0,7.0,7.0,,21.0,6.0,0.13125,True,0,eliminated,8.0,False
7,6,Warren Sapp,Kym Johnson,2nd Place,2,8.0,9.0,8.0,,25.0,3.0,0.15625,True,0,finished,10.0,False
7,6,Jeffrey Ross,Edyta Sliwinska,Eliminated Week 1,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
7,6,Toni Braxton,Alec Mazo,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
7,6,Lance Bass,Lacey Schwimmer,3rd Place,3,9.0,9.0,9.0,,27.0,1.0,0.16875,True,0,finished,10.0,False
7,6,Kim Kardashian,Mark Ballas,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
7,6,Rocco DiSpirito,Karina Smirnoff,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
7,6,Brooke Burke,Derek Hough,1st Place,1,8.0,10.0,8.0,,26.0,2.0,0.1625,True,0,finished,10.0,False
8,6,Gilles Marini,Cheryl Burke,2nd Place,2,9.0,8.0,9.0,,26.0,3.5,0.13978494623655913,True,0,finished,11.0,False
8,6,Denise Richards,Maksim Chmerkoskiy,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
8,6,David Alan Grier,Kym Johnson,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
8,6,Lawrence Taylor,Edyta Sliwinska,Eliminated Week 7,7,7.0,7.0,8.0,,22.0,6.0,0.11827956989247312,True,0,eliminated,7.0,False
8,6,Ty Murray,Chelsie Hightower,Eliminated Week 10,4,6.0,6.0,6.0,,18.0,7.0,0.0967741935483871,True,0,eliminated,10.0,False
8,6,Shawn Johnson,Mark Ballas,1st Place,1,8.0,9.0,9.0,,26.0,3.5,0.13978494623655913,True,0,finished,11.0,False
8,6,Steve Wozniak,Karina Smirnoff,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
8,6,Belinda Carlisle,Jonathan Roberts,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
8,6,Chuck Wicks,Julianne Hough,Eliminated Week 8,6,8.0,7.0,8.0,,23.0,5.0,0.12365591397849462,True,0,eliminated,8.0,False
8,6,Lil' Kim,Derek Hough,Eliminated Week 9,5,10.0,8.0,10.0,,28.0,1.0,0.15053763440860216,True,0,eliminated,9.0,False
8,6,Steve-O,Lacey Schwimmer,Eliminated Week 6,8,7.0,4.0,5.0,,16.0,8.0,0.08602150537634409,True,1,eliminated,6.0,False
8,6,Holly Madison,Dmitry Chaplin,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
8,6,Melissa Rycroft,Tony Dovolani,3rd Place,3,9.0,9.0,9.0,,27.0,2.0,0.14516129032258066,True,0,finished,11.0,False
9,6,Ashley Hamiliton,Edyta Sliwinska,Eliminated Week 1,16,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
9,6,Debi Mazar,Maksim Chmerkoskiy,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
9,6,Melissa Joan Hart,Mark Ballas,Eliminated Week 6,9,8.3333,8.3333,7.3333,,23.9999,8.0,0.09230762721870961,True,1,eliminated,6.0,False
9,6,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,6,11.0,11.0,10.0,,32.0,4.0,0.12307734911390078,True,0,eliminated,7.0,False
9,6,Chuck Liddell,Anna Trebunskaya,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
9,6,Natalie Coughlin,Alec Mazo,Eliminated Week 5,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
9,6,Louie Vito,Chelsie Hightower,Eliminated Week 6,8,8.0,8.0,8.0,,24.0,7.0,0.09230801183542559,True,1,eliminated,6.0,False
9,6,Michael Irvin,Anna Demidova,Eliminated Week 7,7,6.6666,8.6666,6.6666,,21.9998,9.0,0.08461490828237482,True,0,eliminated,7.0,False
9,6,Joanna Krupa,Derek Hough,Eliminated Week 9,4,11.3333,12.3333,12.3333,,35.9999,1.0,0.13846163313642237,True,0,eliminated,9.0,False
9,6,Kathy Ireland,Tony Dovolani,Eliminated Week 2,14,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
9,6,Tom DeLay,Cheryl Burke,Withdrew,13,0.0,0.0,0.0,,0.0,,,False,0,withdrew,3.0,True
9,6,Macy Gray,Jonathan Roberts,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
9,6,Aaron Carter,Karina Smirnoff,Eliminated Week 8,5,10.6666,11.6666,10.6666,,32.9998,3.0,0.12692274704027823,True,0,eliminated,8.0,False
9,6,Mya,Dmitry Chaplin,2nd Place,2,11.0,10.0,12.0,,33.0,2.0,0.12692351627371018,True,0,finished,10.0,False
9,6,Donny Osmond,Kym Johnson,1st Place,1,10.3333,10.3333,10.3333,,30.999899999999997,5.0,0.11923079733737539,True,0,finished,10.0,False
9,6,Kelly Osbourne,Louis van Amstel,3rd Place,3,8.6666,7.6666,8.6666,,24.9998,6.0,0.09615340976180302,True,0,finished,10.0,False
10,6,Aiden Turner,Edyta Sliwinska,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
10,6,Shannen Doherty,Mark Ballas,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
10,6,Niecy Nash,Louis van Amstel,Eliminated Week 8,5,8.6666,8.6666,8.6666,,25.9998,6.0,0.12440137359311731,True,0,eliminated,8.0,False
10,6,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
10,6,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,10.3333,10.3333,10.3333,,30.999899999999997,3.0,0.148325377166335,True,0,eliminated,9.0,False
10,6,Evan Lysacek,Anna Trebunskaya,2nd Place,2,9.0,9.0,9.0,,27.0,5.0,0.12918703555466454,True,0,finished,10.0,False
10,6,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,9.6666,9.6666,10.6666,,29.9998,4.0,0.14354019367528983,True,0,eliminated,7.0,False
10,6,Nicole Scherzinger,Derek Hough,1st Place,1,12.3333,10.3333,13.3333,,35.9999,1.0,0.17224890226905065,True,0,finished,10.0,False
10,6,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,12.0,10.0,12.0,,34.0,2.0,0.16267997069846646,True,0,finished,10.0,False
10,6,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
10,6,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,8.3333,8.3333,8.3333,,24.999899999999997,7.0,0.11961714704307622,True,1,eliminated,6.0,False
11,6,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
11,6,Florence Henderson,Corky Ballas,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
11,6,Kyle Massey,Lacey Schwimmer,2nd Place,2,10.3333,9.3333,10.3333,,29.999899999999997,4.0,0.14492754323323798,True,0,finished,10.0,False
11,6,Jennifer Grey,Derek Hough,1st Place,1,9.0,10.0,10.0,,29.0,5.0,0.14009709211577046,True,0,finished,10.0,False
11,6,Rick Fox,Cheryl Burke,Eliminated Week 7,6,10.0,10.0,10.0,,30.0,3.0,0.1449280263266591,True,0,eliminated,7.0,False
11,6,Kurt Warner,Anna Trebunskaya,Eliminated Week 8,5,7.3333,7.3333,7.3333,,21.9999,7.0,0.10628006954612891,True,0,eliminated,8.0,False
11,6,Margaret Cho,Louis van Amstel,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
11,6,Michael Bolton,Chelsie Hightower,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
11,6,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,4,11.3333,12.3333,12.3333,,35.9999,1.0,0.17391314849856981,True,0,eliminated,9.0,False
11,6,The Situation,Karina Smirnoff,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
11,6,Audrina Patridge,Tony Dovolani,Eliminated Week 6,7,10.6666,10.6666,10.6666,,31.9998,2.0,0.1545889285615942,True,1,eliminated,6.0,False
11,6,Bristol Palin,Mark Ballas,3rd Place,3,9.6666,8.6666,9.6666,,27.9998,6.0,0.13526519171803963,True,0,finished,10.0,False
12,6,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,8.0,8.0,8.0,,24.0,6.0,0.13333333333333333,True,0,eliminated,9.0,False
12,6,Chelsea Kane,Mark Ballas,3rd Place,3,10.0,9.0,9.0,,28.0,1.5,0.15555555555555556,True,0,finished,10.0,False
12,6,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,8.0,9.0,9.0,,26.0,4.0,0.14444444444444443,True,0,finished,10.0,False
12,6,Hines Ward,Kym Johnson,1st Place,1,9.0,9.0,9.0,,27.0,3.0,0.15,True,0,finished,10.0,False
12,6,Sugar Ray Leonard,Anna Trebunskaya,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
12,6,Chris Jericho,Cheryl Burke,Eliminated Week 6,7,7.0,8.0,7.0,,22.0,7.0,0.12222222222222222,True,1,eliminated,6.0,False
12,6,Petra Nemcova,Dmitry Chaplin,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
12,6,Mike Catherwood,Lacey Schwimmer,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
12,6,Romeo,Chelsie Hightower,Eliminated Week 8,5,10.0,9.0,9.0,,28.0,1.5,0.15555555555555556,True,0,eliminated,8.0,False
12,6,Wendy Williams,Tony Dovolani,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
12,6,Kendra Wilkinson,Louis van Amstel,Eliminated Week 7,6,8.0,8.0,9.0,,25.0,5.0,0.1388888888888889,True,0,eliminated,7.0,False
13,6,Elisabetta Canalis,Valentin Chmerkovskiy,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
13,6,David Arquette,Kym Johnson,Eliminated Week 7,6,8.0,7.0,8.0,,23.0,4.0,0.13855421686746988,True,0,eliminated,7.0,False
13,6,Ricki Lake,Derek Hough,3rd Place,3,10.0,9.0,10.0,,29.0,1.5,0.1746987951807229,True,0,finished,10.0,False
13,6,J.R. Martinez,Karina Smirnoff,1st Place,1,10.0,9.0,10.0,,29.0,1.5,0.1746987951807229,True,0,finished,10.0,False
13,6,Metta World Peace (Ron),Peta Murgatroyd,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
13,6,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,7.0,6.0,7.0,,20.0,6.0,0.12048192771084337,True,0,eliminated,9.0,False
13,6,Chynna Phillips,Tony Dovolani,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
13,6,Kristin Cavallari,Mark Ballas,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
13,6,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
13,6,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,7.0,6.0,6.0,,19.0,7.0,0.1144578313253012,True,1,eliminated,6.0,False
13,6,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,9.0,7.0,8.0,,24.0,3.0,0.14457831325301204,True,0,eliminated,8.0,False
13,6,Rob Kardashian,Cheryl Burke,2nd Place,2,8.0,7.0,7.0,,22.0,5.0,0.13253012048192772,True,0,finished,10.0,False
14,6,William Levy,Cheryl Burke,3rd Place,3,12.0,11.0,13.0,,36.0,3.0,0.13953526230497526,True,0,finished,10.0,False
14,6,Jack Wagner,Anna Trebunskaya,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
14,6,Sherri Sheperd,Valentin Chmerkovskiy,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
14,6,Jaleel White,Kym Johnson,Eliminated Week 7,7,12.6666,11.6666,12.6666,,36.9998,2.0,0.1434104666175451,True,0,eliminated,7.0,False
14,6,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,8.6666,9.6666,9.6666,,27.9998,7.0,0.1085266510413013,True,0,eliminated,8.0,False
14,6,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,10.0,10.0,10.0,,30.0,5.0,0.11627938525414606,True,0,eliminated,8.0,False
14,6,Martina Navratilova,Tony Dovolani,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
14,6,Donald Driver,Peta Murgatroyd,1st Place,1,11.3333,11.3333,11.3333,,33.9999,4.0,0.13178291569008135,True,0,finished,10.0,False
14,6,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
14,6,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,8.0,8.0,8.0,,24.0,8.0,0.09302350820331685,True,1,eliminated,6.0,False
14,6,Katherine Jenkins,Mark Ballas,2nd Place,2,13.3333,12.3333,13.3333,,38.9999,1.0,0.15116281323243902,True,0,finished,10.0,False
14,6,Maria Menounos,Derek Hough,Eliminated Week 9,4,9.3333,10.3333,10.3333,,29.999899999999997,6.0,0.1162789976561952,True,0,eliminated,9.0,False
15,6,Gilles Marini,Peta Murgatroyd,Eliminated Week 8,6,9.0,9.0,9.5,,27.5,5.5,0.12168141592920353,True,0,eliminated,8.0,False
15,6,Sabrina Bryan,Louis van Amstel,Eliminated Week 6,8,10.0,10.0,10.0,,30.0,1.5,0.13274336283185842,True,1,eliminated,6.0,False
15,6,Kirstie Alley,Maksim Chmerkoskiy,Eliminated Week 8,7,9.5,8.5,9.5,,27.5,5.5,0.12168141592920353,True,0,eliminated,8.0,False
15,6,Kelly Monaco,Valentin Chmerkovskiy,3rd Place,3,9.0,9.0,9.0,,27.0,7.0,0.11946902654867257,True,0,finished,10.0,False
15,6,Apolo Anton Ohno,Karina Smirnoff,Eliminated Week 9,5,10.0,10.0,10.0,,30.0,1.5,0.13274336283185842,True,0,eliminated,9.0,False
15,6,Emmitt Smith,Cheryl Burke,Eliminated Week 9,4,8.5,8.5,9.5,,26.5,8.0,0.1172566371681416,True,0,eliminated,9.0,False
15,6,Shawn Johnson,Derek Hough,2nd Place,2,9.5,8.5,10.0,,28.0,4.0,0.12389380530973451,True,0,finished,10.0,False
15,6,Pamela Anderson,Tristan MacManus,Eliminated Week 1,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
15,6,Helio Castroneves,Chelsie Hightower,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
